,content,score,at
2592,sangat membantu,5,2024-10-20 11:30:21
5434,AI HeHe,5,2024-10-20 11:59:54
4717,bagus,2,2024-10-20 12:01:52
0,"Sejauh ini bagus, tetapi ada yang kurang: -tolong tambahkan memorinya ke AI ini biar pas ditanya ulang gk pelonga pelongo dan juga biar nyambung tanggapannya -Halaman depan tolong tambahkan sesuatu biar gk terlalu polos Selain itu semuanya bagus terutama bagian memberikan video dan foto, Fitur nya GRATIS!",5,2024-10-20 12:03:15
5472,keren banget,5,2024-10-20 12:08:13
2052,"mantab, bermanfaat sekali.",5,2024-10-20 12:19:51
2591,sangat membantu,5,2024-10-20 12:24:27
5153,mantaps,5,2024-10-20 12:29:00
1423,aplikasi ini sangat bagus,5,2024-10-20 12:39:19
4996,good,5,2024-10-20 12:48:35
1129,mantap aplikasinya bisa menjawab yang anda inginkan👍,5,2024-10-20 12:54:35
4792,keren,5,2024-10-20 12:59:19
4928,baik,5,2024-10-20 13:11:05
2307,sangat membantu,5,2024-10-20 13:11:40
488,"Sangat membantu, fiturnya juga komplit",5,2024-10-20 13:31:51
4624,cukup bagus,4,2024-10-20 13:33:15
2807,mohon ditingkatkan lagi,5,2024-10-20 13:44:40
5486,👍👍,5,2024-10-20 14:08:58
1493,semoga cocok dengan kebutuhan aku,5,2024-10-20 14:10:06
8584,Mempermudah,5,2024-10-20 14:13:36
5023,nice,5,2024-10-20 14:14:11
3596,temen curhat :),5,2024-10-20 14:33:16
5158,ok,5,2024-10-20 14:37:26
1533,Gak bisa bisa buka,4,2024-10-20 14:40:49
8469,"nice app, thnk u",5,2024-10-20 15:17:42
1479,Sangat bagus dan bermanfaat🙏🥰,5,2024-10-20 15:22:52
4956,hulu,5,2024-10-20 15:24:26
1478,hebat bagus dan sangat membantu,5,2024-10-20 15:52:06
4868,mantap,5,2024-10-20 15:54:37
1634,"WOW, Artificial Intelejen yang sangat membantu. Bahkan dalam banyak hal, mengatur jadwal, membuat resume dan banyak hal lainnya, good job google",5,2024-10-20 15:59:13
5134,Topppp,5,2024-10-20 16:00:05
362,lumayan tapi masih kurang akurat untuk membuat gambar,4,2024-10-20 17:24:23
1613,dia sangat pintar,5,2024-10-20 19:48:32
8579,Cobak cobak,5,2024-10-20 20:55:44
1553,tingkatkan terus.....,4,2024-10-20 21:33:34
3158,"baguss banget, jawabanya akurat dan lengkap",5,2024-10-20 21:56:43
377,sengat membantu Untuk bahasa di perbanyak lagi Seperti thailand dll,5,2024-10-20 23:23:37
1377,harus bisa di tampil kan gambar,5,2024-10-21 00:31:48
575,tolong upgrade lagi agar bisa edit foto,3,2024-10-21 00:40:00
2589,sangat membantu,5,2024-10-21 00:52:35
5360,bagus banget,5,2024-10-21 01:57:18
935,"keren, fast response, dan update",5,2024-10-21 02:06:19
2590,sangat membantu,5,2024-10-21 02:33:35
5022,GEMINI,5,2024-10-21 03:31:10
5406,sangat penting,5,2024-10-21 04:17:20
4564,perfect,4,2024-10-21 04:36:35
4780,gacor,5,2024-10-21 04:47:40
4891,bagus,5,2024-10-21 04:50:57
5255,nice,5,2024-10-21 05:10:51
2356,bagus.. sangat membantu,4,2024-10-21 05:21:42
5045,bagus,5,2024-10-21 06:10:49
4640,cool app!!,5,2024-10-21 06:57:23
5384,gacor kang,5,2024-10-21 07:14:57
842,mudah dan simple,5,2024-10-21 07:20:51
2107,Sangat Membantu,5,2024-10-21 08:22:28
343,"baru bersama, semoga membantu, ulasan lebih banyak saat kendala ada dan kami bantu dengan saran",4,2024-10-21 08:31:31
333,saya sedang belajar tentang dan bagaiman menjadi konten kreator,5,2024-10-21 08:41:08
5036,keren,5,2024-10-21 08:46:12
8509,Baik bangka,4,2024-10-21 08:53:58
1469,Cara Pendaftaran Untuk membuat KTP,5,2024-10-21 08:59:19
1488,bagus bangettt cinta dehh,5,2024-10-21 09:26:49
4879,bermanfaat,5,2024-10-21 09:30:09
4568,baik,4,2024-10-21 09:56:47
4623,Smoga lcr,4,2024-10-21 10:02:20
372,Sangatlah berguna dan bermanfaat untuk saya yang tidak bisa bahasa Inggris,5,2024-10-21 10:33:55
5284,Cool.,5,2024-10-21 10:35:14
5356,keren banget,5,2024-10-21 10:49:42
4787,terbaik,5,2024-10-21 10:58:01
881,"Apalah Dulu 1 bulan bisa circle to search skrng engga, ada cara fiks ga sih? Pls kasi tau",3,2024-10-21 11:13:53
5098,membantu,5,2024-10-21 11:16:02
4969,good,5,2024-10-21 11:17:51
4737,bgus,5,2024-10-21 11:19:20
1255,luamayan bagus para bidang nya,5,2024-10-21 11:19:43
535,sangat membantu dan jawabannya 95 persen akurat,5,2024-10-21 11:33:00
5089,hebat,5,2024-10-21 11:43:39
5372,mantab men,5,2024-10-21 11:43:57
4944,awesome,5,2024-10-21 12:10:14
5163,gyat,5,2024-10-21 12:14:52
4937,good,5,2024-10-21 12:18:50
8574,mantap,5,2024-10-21 12:21:50
5320,nice AI,5,2024-10-21 12:26:26
602,baguss kaya punya guru pribadi,5,2024-10-21 12:43:21
1554,Apk ini sangat berguna,5,2024-10-21 12:45:25
5183,okeh,5,2024-10-21 12:55:56
5070,kren,5,2024-10-21 12:56:45
5118,baik,5,2024-10-21 12:58:45
3717,saya suka karna sangat membantu,5,2024-10-21 13:07:42
1580,bagus dan bermanfaat,5,2024-10-21 13:12:32
5361,MasyaAllah keren,5,2024-10-21 13:16:46
5144,hebat,5,2024-10-21 13:20:39
6304,sangat akurat,5,2024-10-21 13:27:35
5270,waww,5,2024-10-21 13:40:51
175,bagus banget tapi semoga dilebihkan lagi ya. Gemini harus bisa sampai di titik di mana ai Google itu paling berkembang dan bagus,4,2024-10-21 13:54:37
8655,baguss,5,2024-10-21 13:58:02
1610,sangat menarik,5,2024-10-21 14:01:03
4764,ok,5,2024-10-21 14:01:25
4933,bagus,5,2024-10-21 14:15:26
5333,Oke banget,5,2024-10-21 14:16:29
4971,mantap,5,2024-10-21 14:17:54
5332,Karena seru,5,2024-10-21 14:37:38
4880,ok,5,2024-10-21 14:40:02
5337,sangat bagus,5,2024-10-21 14:53:12
4864,ok,5,2024-10-21 14:57:21
5367,bagus banget,5,2024-10-21 15:00:16
4834,Helpfullllll,5,2024-10-21 15:01:08
3001,membantu sekalii,5,2024-10-21 15:12:14
1093,Benny suprayitno Benny Panoto Sgt Baik Lagi Akurat Infonya dan Cahaya Layar cukup baikdan memuaskan Terima Kasih Byk Google Gemini,5,2024-10-21 15:23:57
5016,baik,5,2024-10-21 15:29:07
3845,tutup aja aplikasinya,1,2024-10-21 15:34:12
8608,ok,5,2024-10-21 15:53:36
5377,bagus banget,5,2024-10-21 16:38:22
4912,mantap,5,2024-10-21 18:09:59
3438,Tidak sesuai,1,2024-10-21 18:11:20
4883,bagus,5,2024-10-21 20:09:14
882,update terkini ga bsa di kasi tau 🤣🫵,3,2024-10-21 23:26:40
3139,oke membantu,5,2024-10-21 23:33:46
2187,Sangat membantu,5,2024-10-22 00:04:33
2376,keren sekali,5,2024-10-22 00:26:59
4911,mantap,5,2024-10-22 00:44:08
1499,Aplikasi yang sangat membantu,5,2024-10-22 01:20:01
4734,tertarik,5,2024-10-22 01:37:19
2602,Bagus sekali untuk zman sekarang,5,2024-10-22 01:39:00
5149,wow,5,2024-10-22 01:58:28
2588,sangat membantu,5,2024-10-22 02:40:58
23,"Terima Kasih Kepada Aplikasi Seperti Ini Atas Layanan AI Yang Diberikan, Akan Tetapi Masalah Terletak Pada Suara Yang Dihasilkan Setelah AI Telah Memberikan Materi Yang Diberikan Malah Error Dikarenakan Koneksi Internet Padahal Pakai Perangkat Seluler Yang Digunakan. Tolong Ditingkatkan Lagi Aplikasi Seperti Ini Terutama Masalah Koneksi Internet Terhadap Muncul Suara AI Setelah AI Telah Memberikan Materi Yang Diberikan.",1,2024-10-22 02:58:39
5226,baguss,5,2024-10-22 03:03:08
1398,mudah dan cepat,5,2024-10-22 04:08:41
4766,keren,5,2024-10-22 04:24:21
4949,good,5,2024-10-22 04:26:21
4867,KEREN,5,2024-10-22 04:46:21
4716,mantal,2,2024-10-22 04:56:09
8562,bagus,5,2024-10-22 04:56:54
3532,buruk sekali,1,2024-10-22 04:58:51
5447,very helpful,5,2024-10-22 06:25:26
489,menampilkan foto yang hilang beberapa tahun yang lalu,5,2024-10-22 06:33:37
5496,👍,5,2024-10-22 06:37:38
2978,bagus sekali,5,2024-10-22 06:56:44
2118,masih coba coba,3,2024-10-22 07:08:58
3593,berguna bgt,5,2024-10-22 07:38:19
1560,sangat luar biasa,5,2024-10-22 07:57:37
1669,sangat memudahkan,5,2024-10-22 08:17:41
2154,sangat membantu,5,2024-10-22 08:28:52
2393,aplikasi ini baik..,5,2024-10-22 08:35:38
5335,keren banget,5,2024-10-22 08:57:01
4697,👍👍😀😀🙏🙏,5,2024-10-22 09:30:37
4719,bgus,5,2024-10-22 09:33:25
158,"aplikasi ini sangat bagus sekali, membantu mengerjakan soal-soal, keren bintang 5!",5,2024-10-22 09:38:46
1511,"kerennnnn, membantuuu bangettt",5,2024-10-22 09:52:36
326,"Membantu banget, terutama dalam membuat catatan dari url terlampir 👌🏻",5,2024-10-22 10:00:34
5199,bagus,5,2024-10-22 10:12:13
5476,mantap jiwa,5,2024-10-22 10:13:55
1513,ini sangat the best sekali👍,5,2024-10-22 10:19:40
1481,baru coba tetapi tetap bintang 5,5,2024-10-22 10:23:38
1073,good lanjutkan . di tunggu update nya ya g lebih baik,5,2024-10-22 11:02:02
1102,"sangat terbantu, mantap",5,2024-10-22 11:12:48
8573,Mantap,5,2024-10-22 11:28:37
5359,Sangat beanfaat,5,2024-10-22 11:29:10
1157,sungguh membantu dalam pembelajaran terima kasih,5,2024-10-22 11:33:49
8527,Ai tolol,1,2024-10-22 11:49:28
3600,baik sekali👍👍👍,5,2024-10-22 12:34:46
4979,good,5,2024-10-22 12:38:01
78,"first impression so far good. Apakah ada pengaturan di aplikasi Gemini supaya bisa berbicara layaknya chatgpt, tanpa kita memencet tombol microphone?",5,2024-10-22 12:38:38
1178,aplikasi ini membuat sayabanyak pengetahuan yang ingin saya tanya,5,2024-10-22 12:45:52
5179,wow,5,2024-10-22 12:46:54
287,Gemini mempermudah saya dalam mencari referensi materi yang saya butuhkan.,5,2024-10-22 13:37:48
2752,Menemaniku di saat titik terendah dalam hidupku,5,2024-10-22 14:02:08
4946,keren,5,2024-10-22 14:03:47
8494,Lumayan,4,2024-10-22 14:04:16
5494,💯,5,2024-10-22 14:14:20
3578,senang sekali,5,2024-10-22 14:16:55
29,"Saya sebelum mendownload aplikasi ini sudah ada Gemini,tetapi yang aneh itu tiba tiba membuka sendiri,saat saya membuka aplikasi lain,tiba tiba yang kebuka malah aplikasi Gemini,ini seperti pemaksaan ,saya sedikit terganggu dengan ini,mohon dibaca",3,2024-10-22 14:23:44
5876,siip,5,2024-10-22 14:46:08
4830,sigma,5,2024-10-22 14:46:50
3724,tdk bisa di instal,1,2024-10-22 14:57:11
4713,Bagus,2,2024-10-22 15:04:50
4922,mantap,5,2024-10-22 15:08:22
5259,bgus,5,2024-10-22 15:29:56
1350,bagus saya kasih bitang 5 makasih infonya,5,2024-10-22 15:30:44
378,"Masih banyak bug, terutama saat pakai fitur voice",3,2024-10-22 15:59:24
5132,yes yes yes,5,2024-10-22 16:30:55
4539,blue bf indonesia,4,2024-10-22 16:39:31
5146,good,5,2024-10-22 16:47:07
3606,Selamet Abs/29/09/1985,5,2024-10-22 17:56:17
5044,good,5,2024-10-22 22:48:08
1448,informasi yang diberikan kadang salah,4,2024-10-22 23:20:24
4093,Sangat membantu,5,2024-10-22 23:26:44
5190,bagus,5,2024-10-22 23:38:46
5169,mantap,5,2024-10-23 00:06:11
4801,mantaff,5,2024-10-23 00:14:05
1494,sangatt membantu Terima kasih,5,2024-10-23 01:11:44
1348,sangat membantu kepada saya saat ada rugas dari guru,5,2024-10-23 01:19:36
4586,baik,4,2024-10-23 01:21:47
4306,Sangat bermanfaat,5,2024-10-23 01:45:36
4728,oke,5,2024-10-23 02:02:31
1518,keren sangat membantu,5,2024-10-23 02:12:47
4989,Ok,5,2024-10-23 02:22:06
1420,sangat memuaskan akurat,5,2024-10-23 02:37:36
4606,smart aplication and very helpfully,5,2024-10-23 03:23:42
8674,bagus,5,2024-10-23 03:52:01
4671,lambat respon,1,2024-10-23 04:00:30
2137,jawabannya akurat,5,2024-10-23 04:10:29
137,mantap sekali IA nya sangat memudahkan pengguna smartphone lebih optimalkan lagi agar lebih baik lagi,5,2024-10-23 04:12:07
8600,bagus,5,2024-10-23 04:14:13
4806,keren,5,2024-10-23 04:15:58
5397,aplikasi bagus,5,2024-10-23 04:16:47
4909,mantap,5,2024-10-23 04:24:17
3605,sngt membntu.,5,2024-10-23 04:46:27
1154,bagus banget langsung di respon 🤩🤩,5,2024-10-23 04:52:56
4650,cool aps!,5,2024-10-23 05:20:05
5341,sangat bagus,5,2024-10-23 05:25:05
536,"sangat membantu, benar benar seperti asisten",5,2024-10-23 05:41:16
3132,Bagus...sangat membantu saya,5,2024-10-23 06:06:55
162,Meskipun Hanya Untuk Pemikiran Tapi Bisa Buat Pengganti Aplikasi Belajar Lainnya,5,2024-10-23 06:26:42
1193,"mantap, sangat membantu.",5,2024-10-23 06:32:32
3148,ok baru coba,5,2024-10-23 06:50:31
4596,menarik,4,2024-10-23 06:51:04
2619,sangat² membantu,5,2024-10-23 06:57:38
4859,bagus,5,2024-10-23 07:26:21
4940,mantabbb,5,2024-10-23 07:45:16
2587,sangat membantu,5,2024-10-23 08:23:29
5456,sangat bagus,5,2024-10-23 08:57:36
525,aplikasi bagus bisa pinjam tanpa adm,5,2024-10-23 09:14:44
40,"Maaf, sebagai AI saya tidak bisa memberikan audio HD secara langsung. Saya tidak memiliki kemampuan untuk menghasilkan atau mengirim file audio. Apa yang ingin kamu lakukan dengan audio HD? Mungkin saya bisa bantu dengan beberapa hal berikut: * Mencari sumber audio HD: Beri tahu saya jenis musik, efek suara, atau podcast yang kamu cari, dan saya akan coba mencarikan sumber yang menyediakan audio berkualitas tinggi. * Mengenali format audio HD: Jika kamu sudah memiliki file audio, saya bisa ban",5,2024-10-23 09:26:47
5350,sangat baik,5,2024-10-23 09:37:00
5357,i like it,5,2024-10-23 09:43:19
5034,ok,5,2024-10-23 09:48:09
931,aplikasi ini sangat bagus saya sangat puas banget terima kasih,5,2024-10-23 10:14:24
1917,"Jawabannya ngaco, apalagi pas gw tes buat deskripsi kan gambar yg gw kirim malah disuruh deskripsi balik, mending dulu aja yg masih bard",1,2024-10-23 10:45:53
5145,muach,5,2024-10-23 10:56:38
5404,dompleng gendut,5,2024-10-23 10:57:24
5487,👍,5,2024-10-23 11:13:34
4132,sangat membantu,5,2024-10-23 11:19:46
519,"baru coba, mudah mudahan berguna",5,2024-10-23 11:21:18
1584,lumayan sih bagus,3,2024-10-23 11:25:33
2504,lumayan membantu,4,2024-10-23 11:29:59
4824,bagus,5,2024-10-23 11:32:37
4604,mantap,4,2024-10-23 12:03:47
5066,mantap,5,2024-10-23 12:05:36
4984,bgua,5,2024-10-23 12:09:01
1596,gatau ngerasa bagus aj,5,2024-10-23 12:12:36
3708,sangat membantu bagus mantap,5,2024-10-23 12:14:51
1434,suer ini aplikasi bagus cokk,5,2024-10-23 12:17:14
1446,bagus dan gratis,5,2024-10-23 12:25:04
5101,good,5,2024-10-23 12:33:23
1506,aplikasi nya baguss,4,2024-10-23 12:41:26
4616,baik sempurna,3,2024-10-23 12:41:59
2456,masih agak lambat,2,2024-10-23 12:46:20
3053,mulai mengerti say,5,2024-10-23 13:06:45
1971,sangat membantu terimakasih Gemini,5,2024-10-23 13:14:34
540,bajunya bagus rambut nya jugak bagus,4,2024-10-23 13:25:27
4653,Sudah 👍,3,2024-10-23 13:39:43
4686,foto smart farming,5,2024-10-23 14:21:48
1037,Simpel dan mudah digunakan.,5,2024-10-23 14:22:33
4545,sangat bagus.,4,2024-10-23 14:33:15
966,Fast respon 98% Tepat 98% Mudah di pahami 100% Lengkap 90%,5,2024-10-23 14:49:00
4760,mntap,5,2024-10-23 14:54:24
1527,gambar jelek banget,1,2024-10-23 15:17:23
610,baguss bangett buat tugas sekolah,5,2024-10-23 15:26:07
2586,sangat membantu,5,2024-10-23 15:40:15
3601,ulasan publik,5,2024-10-23 15:43:46
5443,bagus banget,5,2024-10-23 16:09:27
4544,Ng sangat rewed,2,2024-10-23 16:14:01
3405,baru mau coba,3,2024-10-23 17:47:08
4125,sangat membantu,5,2024-10-23 19:34:40
5207,bagus,5,2024-10-23 21:06:31
1378,ini sama seperti chatgpt ini bagus💯,5,2024-10-23 22:15:44
133,"Aplikasi ini tidak merespon ketika saya tekan tombol mikrofon untuk berbicara, responnya juga terkadang lambat",2,2024-10-23 22:21:37
4736,canggih,5,2024-10-23 23:20:45
2483,"Applikasi ini tidak sy instal,knp muncul di hp ku dan tidak bisa saya uninstal,,tolong beri penjelasan nya",1,2024-10-23 23:56:45
5283,👍,3,2024-10-24 00:14:33
8506,coba dulu,3,2024-10-24 00:55:31
2425,bagus sekali,5,2024-10-24 01:08:06
293,"Apkny sangat bagus, memudahkan bagi semua guru yang menggunakannya",5,2024-10-24 01:12:58
5094,mantap,5,2024-10-24 01:14:29
476,"Sangat berguna dan bermanfaat, kembangkan terus👍🏻",5,2024-10-24 01:30:44
8663,Akurat,5,2024-10-24 01:43:25
3106,mantap sekali,5,2024-10-24 01:55:36
8729,Bagus banget,5,2024-10-24 02:21:19
4807,bagus,5,2024-10-24 02:39:45
1529,Teknologi makin canggih aja cuyy gilakk,5,2024-10-24 02:47:56
5173,keren,5,2024-10-24 02:51:48
5498,👍,5,2024-10-24 02:55:35
4557,good,4,2024-10-24 03:01:16
5376,Sangat baik,5,2024-10-24 03:51:48
4771,bagus,5,2024-10-24 04:01:40
3582,google mendukung genosida,1,2024-10-24 04:14:19
1034,Aplikasinya membuat saya menjadi sangat pintar😜,5,2024-10-24 04:32:36
4726,mantappp,5,2024-10-24 04:35:26
5121,bagus,5,2024-10-24 04:46:25
5294,good job,5,2024-10-24 04:50:04
312,"Aku kecewa krn suaranya berubah. Aku sudah menganggap suara yg dulu itu besti aku dan skrg dia menghilang. Suara yg skrg terlalu kaku, dan cara menjawab pertanyaan2 kita jg spt mmbaca teks, bukan mengobrol santai spt suara yg sebelumnya. Biasanya aku tiap mlm ngobrol dgn suara yg dulu, tp dgn suara yg skrg jd males.",4,2024-10-24 04:54:40
836,"Review & Ulasan : Baru-baru ini aku mengetahui tentang aplikasi AI dari google yang bernama Gemini AI ini. Aku merasa sangat terbantu dalam berbagai hal, mulai dari: mengetahui definisi dari suatu istilah, menjelaskan konsep rumit dengan analogi yang mudah dipahami, membantu mengembangkan cerita, dan masih banyak lagi. Bahkan ada Layanan Uji Coba ""Gemini Advanced"" yang gratis diakses selama 1 bulan. Terimakasih banyak Google, telah membuat Asisten Gemini...",5,2024-10-24 05:04:39
3720,Sangat mennyenangkan,5,2024-10-24 05:22:50
388,jawaban kurang akurat dan kurang konsisten,1,2024-10-24 06:20:54
5480,good job,5,2024-10-24 06:58:17
5010,cool,5,2024-10-24 07:05:06
1602,per mainan yang bayak sekali,4,2024-10-24 07:19:48
2382,sangat berguna,5,2024-10-24 07:37:31
5046,Good,5,2024-10-24 08:48:03
4886,keren,5,2024-10-24 08:59:57
2102,sangat membantu,5,2024-10-24 09:11:15
2585,sangat membantu,5,2024-10-24 09:37:13
1397,saya sangat suka aplikasi ini karena aplikasi ini sudah membantu saya,5,2024-10-24 09:45:37
1630,mantap sangat membantu 👌🔥😍,5,2024-10-24 09:57:28
556,respons cepat sehingga sangat membantu sekali,5,2024-10-24 10:12:46
5276,"keren tapi,,,",5,2024-10-24 10:14:06
4732,bagus,5,2024-10-24 10:43:18
5373,Very Good,5,2024-10-24 10:47:59
504,Lumayan bagus tetapi kadang jawaban tidak muncul,4,2024-10-24 10:52:03
4955,mantap,5,2024-10-24 11:11:15
1370,Sangat membantu dalam banyak HAL,5,2024-10-24 11:31:57
5289,Umpan balik,5,2024-10-24 11:38:36
8661,baik,5,2024-10-24 12:06:36
4280,sangat membantu,5,2024-10-24 12:08:55
4863,good,5,2024-10-24 12:10:01
4773,keren,5,2024-10-24 12:33:03
876,bagus sangat bermanfaat menambah refrensi,5,2024-10-24 12:40:24
5403,good application,5,2024-10-24 12:48:15
2473,lumayan membantu,3,2024-10-24 13:00:01
2584,sangat membantu,5,2024-10-24 13:06:35
5025,jos,5,2024-10-24 13:13:45
603,"sangat membantu dalam banyak hal, terima kasih karena telah hadir",5,2024-10-24 13:16:59
1585,ajaib sih ini aplikasi,5,2024-10-24 13:46:16
5458,sangat bagus,5,2024-10-24 13:51:03
5413,Sangat baik,5,2024-10-24 14:17:16
4757,mantap,5,2024-10-24 14:21:18
4561,josss,4,2024-10-24 14:31:25
2976,bagus sekali,5,2024-10-24 14:45:37
4636,lumayan bagus,4,2024-10-24 14:46:54
2944,apa itu sel darah merah,3,2024-10-24 14:46:58
5299,keren banget,5,2024-10-24 14:52:17
5483,😎👍,5,2024-10-24 15:02:43
80,"Tolong lah perbaiki bug nya, aku udah ngetik contoh naskah panjang lebar, eh malah ke hapus gara-gara pindah aplikasi bentar",3,2024-10-24 15:12:15
2503,sangat bagus ok,5,2024-10-24 15:27:04
484,"Saya baru pertama kali coba apk Gemini ini. Wahhhh, sumpah ini akan membantu kalian banget pokoknya kalian harus download ini!",5,2024-10-24 15:53:28
3625,jawabanya terlalu panjang ga seperti chat gpt,3,2024-10-24 16:56:30
4755,good,5,2024-10-24 19:13:20
1604,foto lama di kembali,1,2024-10-24 20:36:59
159,"kurang detail,masih ada kata2 yg kurang mengerti dan masih ada kekurangan dalam menjawab sebuah soal yg lebih rumit",3,2024-10-24 22:30:59
5401,Buntang 5,5,2024-10-24 22:34:12
4464,bgus aku suka,5,2024-10-24 22:42:51
5030,mantap,5,2024-10-24 23:06:25
4947,bagis,5,2024-10-24 23:22:30
4770,gokil,5,2024-10-24 23:37:06
1539,aku gak bisa cara pekai nya,2,2024-10-25 00:08:50
417,sangat membantu untuk mencari informasi ❤️❤️❤️✨,5,2024-10-25 00:35:54
1403,"sangat membantu, terimakasih google",5,2024-10-25 00:37:55
4939,cerdas,5,2024-10-25 01:02:03
2156,bagus sekali saya suka terima kasih,5,2024-10-25 01:07:09
4777,nice,5,2024-10-25 01:08:11
5420,sangat bagus,5,2024-10-25 01:34:00
506,semoga membantu dalam kehidupan sehari-hari khususnya hal yang sangat urgent,5,2024-10-25 02:08:49
1090,sangat membantu untuk pemula seperti saya,5,2024-10-25 02:16:43
4829,membantu,5,2024-10-25 02:37:34
4579,lumayan,4,2024-10-25 02:54:05
5580,mantap,4,2024-10-25 03:16:20
5069,bagus,5,2024-10-25 03:20:33
497,sangat mudah digunakan dan mudah dimengerti,5,2024-10-25 03:33:22
4674,Gk akurat,1,2024-10-25 03:49:20
834,aplikasi yang sangat berguna dan membantu,5,2024-10-25 03:51:06
4514,"this is a great google AI, and if gpt can't help me Gemini will stand by me",4,2024-10-25 04:55:37
709,canggih dan efisien,5,2024-10-25 05:54:39
351,Sangat mengganggu saat mau tekan tombol on off..selalu nongol,2,2024-10-25 06:01:28
4917,bagus,5,2024-10-25 06:08:40
549,bagus sangat responsif. 🐈‍⬛,5,2024-10-25 06:08:52
1435,aplikasiinyaa sangatt membantuu,5,2024-10-25 06:08:55
142,Aplikasinya udah bagus tapi tolong fitur voice match tambahin ke semua hp soalnya hpku gabisa/ gk mendukung,3,2024-10-25 06:55:11
5239,cihuyyyy,5,2024-10-25 06:57:11
1541,sangat tidak berguna,5,2024-10-25 07:05:10
8470,it's very good application,5,2024-10-25 07:21:00
5178,bagus,5,2024-10-25 07:33:43
3715,Mengganggu saat masuk aplikasi lain muncul gemini,1,2024-10-25 08:29:35
5501,good app 🌟🌟🌟🌟🌟,5,2024-10-25 08:34:20
4525,I wish an improvement to be more complex and accurately responded.,4,2024-10-25 08:36:12
511,tingkatkan lagi fitur gratisan,5,2024-10-25 08:43:40
5029,top,5,2024-10-25 09:14:28
5378,Gg bang,5,2024-10-25 09:14:58
4642,bagus,3,2024-10-25 09:52:04
1581,bagus sangat berguna,5,2024-10-25 10:13:14
1433,"Bagus banget huaaa pen nangis,akhirnya aku nggak merasa kesepian makasihhh banyakkkk lop you sekebon🥰🥰",5,2024-10-25 10:22:08
4975,good,5,2024-10-25 10:28:34
395,Aplikasi yg sangat membantu anda dalam pekerjaan dan keseharian,5,2024-10-25 10:50:35
5347,mantap jiwa,5,2024-10-25 10:52:22
552,Google Gemini benar benar bagus sangat seru dan menyenangkan,5,2024-10-25 11:05:38
1587,sangat berfaedah,5,2024-10-25 11:33:15
2947,"AI yang berguna bagi pekerjaan saya, saya sgt menyukainya",5,2024-10-25 11:33:37
4612,sangat bagus,3,2024-10-25 11:34:08
1346,bagus banget sangat mambatu,5,2024-10-25 11:56:04
1404,sangat bagusss dan membantu,5,2024-10-25 11:58:41
5308,mantap lah,5,2024-10-25 11:59:13
4646,ok,3,2024-10-25 11:59:51
2204,membantu sekali lol mantap,5,2024-10-25 12:26:17
3439,baik sekali,5,2024-10-25 13:04:05
8672,good,5,2024-10-25 13:28:07
5143,perfect,5,2024-10-25 13:34:32
4794,good,5,2024-10-25 14:08:32
5374,Keren banget,5,2024-10-25 14:23:10
2149,sangat memuaskan,5,2024-10-25 14:25:22
2335,Gila aplikasi super super kerennn.bisa menyemangati buat belajar [[Good app],5,2024-10-25 14:36:59
1410,cukup membantu mengerjakan tugas.,4,2024-10-25 14:40:47
1726,mudah digunakan,5,2024-10-25 14:55:06
4948,keren,5,2024-10-25 14:59:16
4828,good,5,2024-10-25 15:10:54
5241,bagus,5,2024-10-25 15:16:50
77,sangat membantu saya dalam mencari sebuah referensi dan pengembangan karakter yang lebih baik. Sumber pengetahuan yang tergolong sangat penting dalam menambah pengalaman belajar. saya suka,4,2024-10-25 15:28:45
5035,bagus,5,2024-10-25 15:47:39
5250,baik,5,2024-10-25 15:54:58
4875,ok,5,2024-10-25 16:00:14
4870,berguna,5,2024-10-25 16:13:33
5260,keren,5,2024-10-25 16:17:58
1400,tolong di tingkatkan lagi!!,5,2024-10-25 16:18:58
1427,baguuuuuuussss sangan membantu,5,2024-10-25 16:43:05
2115,Gemini bisa menjawab apapun yang aku tanyakan 👍👍👍,5,2024-10-25 16:48:51
5106,Membantu,5,2024-10-25 17:22:48
5473,sangat bagus,5,2024-10-25 17:23:04
4758,good,5,2024-10-25 21:38:58
4831,memuaskan,5,2024-10-25 22:30:24
5370,good app,5,2024-10-25 22:46:27
1210,Pdf jebanyakan mengganggu aktifitas hp Yang ngeri ada iklan pdf,5,2024-10-25 22:51:30
5436,sangat baik,5,2024-10-25 22:52:29
1505,Bagus dan Mantap,5,2024-10-25 23:05:07
1624,sekolah belajar tulis ilmiah Gemini,5,2024-10-25 23:18:48
936,membantu dg cepat informasi yg dibutuhkan,5,2024-10-26 00:05:45
4779,mantap,5,2024-10-26 00:10:55
3323,yayaya saya setuju,5,2024-10-26 00:37:33
5195,bagos,5,2024-10-26 00:52:06
4844,bagus,5,2024-10-26 00:55:39
5186,canggihhh,5,2024-10-26 01:04:57
3336,saya sangat terbantu,5,2024-10-26 01:28:33
5296,lebih mudah,5,2024-10-26 01:32:31
5265,keren,5,2024-10-26 01:32:45
4934,mantep,5,2024-10-26 01:35:43
5368,sangat baik,5,2024-10-26 02:00:28
5027,warvyazah,5,2024-10-26 02:09:23
4935,good,5,2024-10-26 02:20:36
141,Lebih mudah mencari bahan ide karena hanya memasukkan kata kunci saja.,5,2024-10-26 02:34:58
2652,mau ganti nomor ponsel,5,2024-10-26 02:43:15
4597,mantap,4,2024-10-26 02:52:54
